id,umisid,degree_id,intake_id,myear,mmonth,amount,remarks,fee_type,msemester,module_code,txn_datetime,initial_mail,posting_date,inactive_mail_sem2,inactive_mail_sem1,third_reminder_sem2,third_reminder_sem1,first_reminder_sem2,first_reminder_sem1,second_reminder_sem2,second_reminder_sem1
175,22004535,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
176,22004548,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
177,22004619,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
178,22004655,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
179,22004679,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
180,22004697,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
181,22004715,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
182,22004775,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
183,22004788,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
184,22004835,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
185,22004895,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
186,22004919,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
187,22004981,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
188,22004999,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
189,22005099,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
190,22005183,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
191,22005219,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
192,22005428,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
193,22005456,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
194,22005461,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
195,22005488,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
196,22005602,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
197,22005639,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
198,22005743,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
199,22005761,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
200,22005802,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
201,22005821,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
202,22005839,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
203,22005855,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
204,22005879,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
205,22005881,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
206,22005902,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
207,22006001,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
208,22006088,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
209,22006181,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
210,22006228,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
211,22006377,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
212,22006419,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
213,22006421,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
214,22006515,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
215,22006539,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
216,22006575,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
217,22006648,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
218,22006702,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
219,22006781,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
220,22006856,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
221,22006875,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
222,22006899,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
223,22006901,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
224,22006979,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
225,22007019,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
226,22007048,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
227,22007102,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
228,22007115,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
229,22007156,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
230,22007168,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
231,22007175,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
232,22007188,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
233,22007201,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
234,22007283,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
235,22007381,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
236,22007468,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
237,22007556,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
238,22007561,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
239,22007756,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
240,22007799,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
241,22007968,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
242,22008028,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
243,22008068,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
244,22008119,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
245,22008123,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
246,22008356,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
247,22008388,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
248,22008399,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
249,22008419,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
250,22008428,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
251,22008495,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
252,22008502,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
253,22008668,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
254,22008788,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
255,22008819,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
256,22008839,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
257,22008848,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
258,22008879,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
259,22008897,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
260,22009121,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
261,22009181,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
262,22009215,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
263,22009228,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
264,22009256,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
265,22009568,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
266,22009597,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
267,22009648,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
268,22009679,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
269,22009755,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
270,22009768,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
271,22009828,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
272,22009888,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
273,22009943,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
274,22010068,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
275,22010102,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
276,22010156,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
277,22010348,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
278,22010602,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
279,22010619,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
280,22010643,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
281,22010679,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
282,22010739,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
283,22010775,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
284,22010801,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
285,22010895,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
286,22011039,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
287,22011148,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
288,22011368,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
289,22011401,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
290,22011519,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
291,22011795,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
292,22011928,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
293,22011999,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
294,22012061,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
295,22012088,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
296,22012148,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
297,22012515,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
298,22012648,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
299,22012802,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
300,22012839,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
301,22012841,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
302,22012875,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
303,22012883,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
304,22013019,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
305,22013039,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
306,22013279,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
307,22013556,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
308,22013715,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
309,22013739,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
310,22013828,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
311,22013835,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
312,22013919,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
313,22014028,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
314,22014423,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
315,22014495,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
316,22014868,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
317,22015139,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
318,22015148,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
319,22015179,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
320,22015197,1,12,1,NULL,400000.00,NULL,Degree Fee,NULL,NULL,2020-03-10 15:34:40,0,2020-03-10,0,0,0,0,0,0,0,0
