id,umisid,user_id,intake_id,degree_id,myear,credit,attempt,semester,grade_point,module_code,final_grade,final_marks,txn_datetime
4572,10009281,28,8,17,1,3,<blank>,NULL,2.30,CN101.3,C+,52,2021-01-19 00:00:00
4573,10009281,28,8,17,1,3,<blank>,NULL,3.30,CS101.3,B+,64,2021-01-19 00:00:00
4574,10009281,28,8,17,1,3,<blank>,NULL,3.70,CS102.3,A-,67,2021-01-19 00:00:00
4575,10009281,28,8,17,1,3,<blank>,NULL,2.30,CS103.3,C+,50,2021-01-19 00:00:00
4576,10009281,28,8,17,1,3,<blank>,NULL,3.70,CS104.3,A-,66,2021-01-19 00:00:00
4577,10009281,28,8,17,1,3,<blank>,NULL,2.30,CS105.3,C+,54,2021-01-19 00:00:00
4578,10009281,28,8,17,1,3,<blank>,NULL,4.00,CS106.3,A,70,2021-01-19 00:00:00
4579,10009281,28,8,17,1,3,<blank>,NULL,4.00,MA101.3,A,82,2021-01-19 00:00:00
4580,10009281,28,8,17,1,3,<blank>,NULL,3.30,SE101.3,B+,62,2021-01-19 00:00:00
4581,10009281,28,8,17,1,3,<blank>,NULL,4.00,SE102.3,A,72,2021-01-19 00:00:00
4582,10009281,28,8,17,2,3,<blank>,NULL,2.30,CN201.3,C+,53,2021-01-19 00:00:00
4583,10009281,28,8,17,2,3,<blank>,NULL,3.70,CS201.3,A-,68,2021-01-19 00:00:00
4584,10009281,28,8,17,2,3,<blank>,NULL,4.00,CS203.3,A,84,2021-01-19 00:00:00
4585,10009281,28,8,17,2,3,<blank>,NULL,3.70,IS209.3,A-,67,2021-01-19 00:00:00
4586,10009281,28,8,17,2,3,<blank>,NULL,4.00,MA201.3,A,79,2021-01-19 00:00:00
4587,10009281,28,8,17,2,3,<blank>,NULL,2.00,SE201.3,C,44,2021-01-19 00:00:00
4588,10009281,28,8,17,2,3,<blank>,NULL,3.00,SE202.3,B,59,2021-01-19 00:00:00
4589,10009281,28,8,17,2,3,<blank>,NULL,3.30,SE204.3,B+,60,2021-01-19 00:00:00
4590,10009281,28,8,17,2,3,<blank>,NULL,3.30,SE205.3,B+,62,2021-01-19 00:00:00
4591,10009281,28,8,17,2,3,<blank>,NULL,3.00,SE206.3,B,55,2021-01-19 00:00:00
4592,10009281,28,8,17,3,3,<blank>,NULL,3.00,CS304.3,B,56,2021-01-19 00:00:00
4593,10009281,28,8,17,3,3,<blank>,NULL,2.30,CS306.3,C+,52,2021-01-19 00:00:00
4594,10009281,28,8,17,3,3,<blank>,NULL,3.70,MA301.3,A-,69,2021-01-19 00:00:00
4595,10009281,28,8,17,3,3,<blank>,NULL,4.00,SE207.3,A,71,2021-01-19 00:00:00
4596,10009281,28,8,17,3,3,<blank>,NULL,3.30,SE301.3,B+,61,2021-01-19 00:00:00
4597,10009281,28,8,17,3,3,<blank>,NULL,3.70,SE303.3,A-,68,2021-01-19 00:00:00
4598,10009281,28,8,17,3,3,<blank>,NULL,3.00,SE304.3,B,58,2021-01-19 00:00:00
4599,10009281,28,8,17,3,6,<blank>,NULL,3.00,SE305.6,B,55,2021-01-19 00:00:00
4600,10009281,28,8,17,3,3,<blank>,NULL,3.70,SE307.3,A-,69,2021-01-19 00:00:00
4601,10009281,28,8,17,4,3,<blank>,NULL,3.00,BS401.3,B,59,2021-01-19 00:00:00
4602,10009281,28,8,17,4,3,<blank>,NULL,2.30,CN402.3,C+,47,2021-01-19 00:00:00
4603,10009281,28,8,17,4,3,<blank>,NULL,3.70,CS402.3,A-,67,2021-01-19 00:00:00
4604,10009281,28,8,17,4,3,<blank>,NULL,3.00,CS403.3,B,59,2021-01-19 00:00:00
4605,10009281,28,8,17,4,3,<blank>,NULL,4.00,CS405.3,A,75,2021-01-19 00:00:00
4606,10009281,28,8,17,4,3,<blank>,NULL,3.70,CS407.3,A-,66,2021-01-19 00:00:00
4607,10009281,28,8,17,4,3,<blank>,NULL,4.00,IS402.3,A,70,2021-01-19 00:00:00
4608,10009281,28,8,17,4,6,<blank>,NULL,3.30,SE401.6,B+,60,2021-01-19 00:00:00
4609,10009281,28,8,17,4,3,<blank>,NULL,2.30,SE404.3,C+,54,2021-01-19 00:00:00
4610,10009282,28,8,17,1,3,<blank>,NULL,2.00,CN101.3,C,42,2021-01-19 00:00:00
4611,10009282,28,8,17,1,3,<blank>,NULL,4.00,CS101.3,A,71,2021-01-19 00:00:00
4612,10009282,28,8,17,1,3,<blank>,NULL,3.70,CS102.3,A-,69,2021-01-19 00:00:00
4613,10009282,28,8,17,1,3,<blank>,NULL,3.00,CS103.3,B,58,2021-01-19 00:00:00
4614,10009282,28,8,17,1,3,<blank>,NULL,2.30,CS104.3,C+,52,2021-01-19 00:00:00
4615,10009282,28,8,17,1,3,<blank>,NULL,3.00,CS105.3,B,58,2021-01-19 00:00:00
4616,10009282,28,8,17,1,3,<blank>,NULL,3.00,CS106.3,B,58,2021-01-19 00:00:00
4617,10009282,28,8,17,1,3,<blank>,NULL,4.00,MA101.3,A+,89,2021-01-19 00:00:00
4618,10009282,28,8,17,1,3,<blank>,NULL,3.30,SE101.3,B+,64,2021-01-19 00:00:00
4619,10009282,28,8,17,1,3,<blank>,NULL,3.30,SE102.3,B+,64,2021-01-19 00:00:00
4620,10009282,28,8,17,2,3,<blank>,NULL,3.30,CN201.3,B+,61,2021-01-19 00:00:00
4621,10009282,28,8,17,2,3,<blank>,NULL,3.70,CS201.3,A-,69,2021-01-19 00:00:00
4622,10009282,28,8,17,2,3,<blank>,NULL,4.00,CS203.3,A,77,2021-01-19 00:00:00
4623,10009282,28,8,17,2,3,<blank>,NULL,3.70,IS209.3,A-,68,2021-01-19 00:00:00
4624,10009282,28,8,17,2,3,<blank>,NULL,4.00,MA201.3,A,78,2021-01-19 00:00:00
4625,10009282,28,8,17,2,3,<blank>,NULL,2.30,SE201.3,C+,46,2021-01-19 00:00:00
4626,10009282,28,8,17,2,3,<blank>,NULL,3.30,SE202.3,B+,61,2021-01-19 00:00:00
4627,10009282,28,8,17,2,3,<blank>,NULL,2.30,SE204.3,C+,51,2021-01-19 00:00:00
4628,10009282,28,8,17,2,3,<blank>,NULL,3.70,SE205.3,A-,67,2021-01-19 00:00:00
4629,10009282,28,8,17,2,3,<blank>,NULL,4.00,SE206.3,A,71,2021-01-19 00:00:00
4630,10009282,28,8,17,3,3,<blank>,NULL,3.30,CS304.3,B+,64,2021-01-19 00:00:00
4631,10009282,28,8,17,3,3,<blank>,NULL,3.70,CS306.3,A-,65,2021-01-19 00:00:00
4632,10009282,28,8,17,3,3,<blank>,NULL,2.30,MA301.3,C+,53,2021-01-19 00:00:00
4633,10009282,28,8,17,3,3,<blank>,NULL,4.00,SE207.3,A,71,2021-01-19 00:00:00
4634,10009282,28,8,17,3,3,<blank>,NULL,4.00,SE301.3,A,76,2021-01-19 00:00:00
4635,10009282,28,8,17,3,3,<blank>,NULL,3.70,SE303.3,A-,69,2021-01-19 00:00:00
4636,10009282,28,8,17,3,3,<blank>,NULL,3.00,SE304.3,B,57,2021-01-19 00:00:00
4637,10009282,28,8,17,3,6,<blank>,NULL,3.00,SE305.6,B,59,2021-01-19 00:00:00
4638,10009282,28,8,17,3,3,<blank>,NULL,4.00,SE307.3,A,71,2021-01-19 00:00:00
4639,10009282,28,8,17,4,3,<blank>,NULL,3.00,BS401.3,B,58,2021-01-19 00:00:00
4640,10009282,28,8,17,4,3,<blank>,NULL,3.00,CN402.3,B,56,2021-01-19 00:00:00
4641,10009282,28,8,17,4,3,<blank>,NULL,3.70,CS402.3,A-,65,2021-01-19 00:00:00
4642,10009282,28,8,17,4,3,<blank>,NULL,3.00,CS403.3,B,56,2021-01-19 00:00:00
4643,10009282,28,8,17,4,3,<blank>,NULL,4.00,CS405.3,A,71,2021-01-19 00:00:00
4644,10009282,28,8,17,4,3,<blank>,NULL,4.00,CS407.3,A,72,2021-01-19 00:00:00
4645,10009282,28,8,17,4,3,<blank>,NULL,3.70,IS402.3,A-,66,2021-01-19 00:00:00
4646,10009282,28,8,17,4,6,<blank>,NULL,4.00,SE401.6,A,76,2021-01-19 00:00:00
4647,10009282,28,8,17,4,3,<blank>,NULL,3.00,SE404.3,B,55,2021-01-19 00:00:00
4648,10009283,28,8,17,1,3,<blank>,NULL,3.00,CN101.3,B,56,2021-01-19 00:00:00
4649,10009283,28,8,17,1,3,<blank>,NULL,3.70,CS101.3,A-,66,2021-01-19 00:00:00
4650,10009283,28,8,17,1,3,<blank>,NULL,4.00,CS102.3,A,82,2021-01-19 00:00:00
4651,10009283,28,8,17,1,3,<blank>,NULL,4.00,CS103.3,A,72,2021-01-19 00:00:00
4652,10009283,28,8,17,1,3,<blank>,NULL,3.70,CS104.3,A-,65,2021-01-19 00:00:00
4653,10009283,28,8,17,1,3,<blank>,NULL,3.00,CS105.3,B,58,2021-01-19 00:00:00
4654,10009283,28,8,17,1,3,<blank>,NULL,3.70,CS106.3,A-,66,2021-01-19 00:00:00
4655,10009283,28,8,17,1,3,<blank>,NULL,4.00,MA101.3,A,82,2021-01-19 00:00:00
4656,10009283,28,8,17,1,3,<blank>,NULL,2.30,SE101.3,C+,52,2021-01-19 00:00:00
4657,10009283,28,8,17,1,3,<blank>,NULL,3.70,SE102.3,A-,66,2021-01-19 00:00:00
4658,10009283,28,8,17,2,3,<blank>,NULL,3.00,CN201.3,B,58,2021-01-19 00:00:00
4659,10009283,28,8,17,2,3,<blank>,NULL,3.70,CS201.3,A-,68,2021-01-19 00:00:00
4660,10009283,28,8,17,2,3,<blank>,NULL,4.00,CS203.3,A+,90,2021-01-19 00:00:00
4661,10009283,28,8,17,2,3,<blank>,NULL,4.00,IS209.3,A,74,2021-01-19 00:00:00
4662,10009283,28,8,17,2,3,<blank>,NULL,4.00,MA201.3,A,76,2021-01-19 00:00:00
4663,10009283,28,8,17,2,3,<blank>,NULL,2.30,SE201.3,C+,45,2021-01-19 00:00:00
4664,10009283,28,8,17,2,3,<blank>,NULL,3.70,SE202.3,A-,69,2021-01-19 00:00:00
4665,10009283,28,8,17,2,3,<blank>,NULL,3.30,SE204.3,B+,61,2021-01-19 00:00:00
4666,10009283,28,8,17,2,3,<blank>,NULL,4.00,SE205.3,A,71,2021-01-19 00:00:00
4667,10009283,28,8,17,2,3,<blank>,NULL,3.70,SE206.3,A-,67,2021-01-19 00:00:00
4668,10009283,28,8,17,3,3,<blank>,NULL,3.70,CS304.3,A-,69,2021-01-19 00:00:00
4669,10009283,28,8,17,3,3,<blank>,NULL,3.70,CS306.3,A-,65,2021-01-19 00:00:00
4670,10009283,28,8,17,3,3,<blank>,NULL,3.70,MA301.3,A-,68,2021-01-19 00:00:00
4671,10009283,28,8,17,3,3,<blank>,NULL,3.00,SE207.3,B,59,2021-01-19 00:00:00
4672,10009283,28,8,17,3,3,<blank>,NULL,3.30,SE301.3,B+,64,2021-01-19 00:00:00
4673,10009283,28,8,17,3,3,<blank>,NULL,4.00,SE303.3,A,70,2021-01-19 00:00:00
4674,10009283,28,8,17,3,3,<blank>,NULL,3.30,SE304.3,B+,60,2021-01-19 00:00:00
4675,10009283,28,8,17,3,6,<blank>,NULL,3.00,SE305.6,B,58,2021-01-19 00:00:00
4676,10009283,28,8,17,3,3,<blank>,NULL,4.00,SE307.3,A,70,2021-01-19 00:00:00
4677,10009283,28,8,17,4,3,<blank>,NULL,3.70,BS401.3,A-,66,2021-01-19 00:00:00
4678,10009283,28,8,17,4,3,<blank>,NULL,3.30,CN402.3,B+,62,2021-01-19 00:00:00
4679,10009283,28,8,17,4,3,<blank>,NULL,3.70,CS402.3,A-,68,2021-01-19 00:00:00
4680,10009283,28,8,17,4,3,<blank>,NULL,3.30,CS403.3,B+,61,2021-01-19 00:00:00
4681,10009283,28,8,17,4,3,<blank>,NULL,4.00,CS405.3,A,73,2021-01-19 00:00:00
4682,10009283,28,8,17,4,3,<blank>,NULL,3.70,CS407.3,A-,68,2021-01-19 00:00:00
4683,10009283,28,8,17,4,3,<blank>,NULL,4.00,IS402.3,A,78,2021-01-19 00:00:00
4684,10009283,28,8,17,4,6,<blank>,NULL,4.00,SE401.6,A,73,2021-01-19 00:00:00
4685,10009283,28,8,17,4,3,<blank>,NULL,2.30,SE404.3,C+,53,2021-01-19 00:00:00
4686,10009284,28,8,17,1,3,<blank>,NULL,2.30,CN101.3,C+,52,2021-01-19 00:00:00
4687,10009284,28,8,17,1,3,<blank>,NULL,4.00,CS101.3,A,77,2021-01-19 00:00:00
4688,10009284,28,8,17,1,3,<blank>,NULL,4.00,CS102.3,A,83,2021-01-19 00:00:00
4689,10009284,28,8,17,1,3,<blank>,NULL,2.30,CS103.3,C+,52,2021-01-19 00:00:00
4690,10009284,28,8,17,1,3,<blank>,NULL,2.00,CS104.3,C,40,2021-01-19 00:00:00
4691,10009284,28,8,17,1,3,<blank>,NULL,3.70,CS105.3,A-,66,2021-01-19 00:00:00
4692,10009284,28,8,17,1,3,<blank>,NULL,2.30,CS106.3,C+,52,2021-01-19 00:00:00
4693,10009284,28,8,17,1,3,<blank>,NULL,4.00,MA101.3,A,74,2021-01-19 00:00:00
4694,10009284,28,8,17,1,3,<blank>,NULL,3.00,SE101.3,B,55,2021-01-19 00:00:00
4695,10009284,28,8,17,1,3,<blank>,NULL,3.70,SE102.3,A-,67,2021-01-19 00:00:00
4696,10009284,28,8,17,2,3,R,NULL,2.00,CN201.3,C,54,2021-01-19 00:00:00
4697,10009284,28,8,17,2,3,<blank>,NULL,3.70,CS201.3,A-,66,2021-01-19 00:00:00
4698,10009284,28,8,17,2,3,R,NULL,2.00,CS203.3,C,45,2021-01-19 00:00:00
4699,10009284,28,8,17,2,3,<blank>,NULL,2.30,IS209.3,C+,49,2021-01-19 00:00:00
4700,10009284,28,8,17,2,3,<blank>,NULL,2.00,MA201.3,C,41,2021-01-19 00:00:00
4701,10009284,28,8,17,2,3,<blank>,NULL,2.00,SE201.3,C,42,2021-01-19 00:00:00
4702,10009284,28,8,17,2,3,<blank>,NULL,3.00,SE202.3,B,58,2021-01-19 00:00:00
4703,10009284,28,8,17,2,3,<blank>,NULL,2.30,SE204.3,C+,46,2021-01-19 00:00:00
4704,10009284,28,8,17,2,3,<blank>,NULL,2.30,SE205.3,C+,48,2021-01-19 00:00:00
4705,10009284,28,8,17,2,3,<blank>,NULL,2.30,SE206.3,C+,52,2021-01-19 00:00:00
4706,10009284,28,8,17,3,3,<blank>,NULL,2.30,CS304.3,C+,54,2021-01-19 00:00:00
4707,10009284,28,8,17,3,3,<blank>,NULL,2.30,CS306.3,C+,53,2021-01-19 00:00:00
4708,10009284,28,8,17,3,3,R,NULL,2.00,MA301.3,C,48,2021-01-19 00:00:00
4709,10009284,28,8,17,3,3,<blank>,NULL,3.30,SE207.3,B+,64,2021-01-19 00:00:00
4710,10009284,28,8,17,3,3,<blank>,NULL,3.00,SE301.3,B,57,2021-01-19 00:00:00
4711,10009284,28,8,17,3,3,<blank>,NULL,3.70,SE303.3,A-,69,2021-01-19 00:00:00
4712,10009284,28,8,17,3,3,<blank>,NULL,2.30,SE304.3,C+,51,2021-01-19 00:00:00
4713,10009284,28,8,17,3,6,<blank>,NULL,4.00,SE305.6,A,70,2021-01-19 00:00:00
4714,10009284,28,8,17,3,3,<blank>,NULL,3.30,SE307.3,B+,61,2021-01-19 00:00:00
4715,10009284,28,8,17,4,3,<blank>,NULL,2.00,BS401.3,C,41,2021-01-19 00:00:00
4716,10009284,28,8,17,4,3,<blank>,NULL,2.00,CN402.3,C,42,2021-01-19 00:00:00
4717,10009284,28,8,17,4,3,<blank>,NULL,3.00,CS402.3,B,58,2021-01-19 00:00:00
4718,10009284,28,8,17,4,3,<blank>,NULL,2.00,CS403.3,C,44,2021-01-19 00:00:00
4719,10009284,28,8,17,4,3,<blank>,NULL,3.00,CS405.3,B,57,2021-01-19 00:00:00
4720,10009284,28,8,17,4,3,<blank>,NULL,3.00,CS407.3,B,57,2021-01-19 00:00:00
4721,10009284,28,8,17,4,3,<blank>,NULL,3.00,IS402.3,B,57,2021-01-19 00:00:00
4722,10009284,28,8,17,4,6,<blank>,NULL,3.30,SE401.6,B+,64,2021-01-19 00:00:00
4723,10009284,28,8,17,4,3,<blank>,NULL,2.30,SE404.3,C+,47,2021-01-19 00:00:00
4724,10009286,28,8,17,1,3,<blank>,NULL,2.30,CN101.3,C+,52,2021-01-19 00:00:00
4725,10009286,28,8,17,1,3,<blank>,NULL,4.00,CS101.3,A,78,2021-01-19 00:00:00
4726,10009286,28,8,17,1,3,<blank>,NULL,3.30,CS102.3,B+,64,2021-01-19 00:00:00
4727,10009286,28,8,17,1,3,<blank>,NULL,3.30,CS103.3,B+,64,2021-01-19 00:00:00
4728,10009286,28,8,17,1,3,<blank>,NULL,4.00,CS104.3,A,79,2021-01-19 00:00:00
4729,10009286,28,8,17,1,3,<blank>,NULL,3.70,CS105.3,A-,67,2021-01-19 00:00:00
4730,10009286,28,8,17,1,3,<blank>,NULL,3.00,CS106.3,B,58,2021-01-19 00:00:00
4731,10009286,28,8,17,1,3,<blank>,NULL,4.00,MA101.3,A,83,2021-01-19 00:00:00
4732,10009286,28,8,17,1,3,<blank>,NULL,2.30,SE101.3,C+,48,2021-01-19 00:00:00
4733,10009286,28,8,17,1,3,<blank>,NULL,3.70,SE102.3,A-,68,2021-01-19 00:00:00
4734,10009286,28,8,17,2,3,<blank>,NULL,3.30,CN201.3,B+,64,2021-01-19 00:00:00
4735,10009286,28,8,17,2,3,<blank>,NULL,4.00,CS201.3,A,71,2021-01-19 00:00:00
4736,10009286,28,8,17,2,3,<blank>,NULL,4.00,CS203.3,A+,85,2021-01-19 00:00:00
4737,10009286,28,8,17,2,3,<blank>,NULL,4.00,IS209.3,A,72,2021-01-19 00:00:00
4738,10009286,28,8,17,2,3,<blank>,NULL,4.00,MA201.3,A,73,2021-01-19 00:00:00
4739,10009286,28,8,17,2,3,<blank>,NULL,3.70,SE201.3,A-,65,2021-01-19 00:00:00
4740,10009286,28,8,17,2,3,<blank>,NULL,4.00,SE202.3,A,71,2021-01-19 00:00:00
4741,10009286,28,8,17,2,3,<blank>,NULL,3.30,SE204.3,B+,63,2021-01-19 00:00:00
4742,10009286,28,8,17,2,3,<blank>,NULL,4.00,SE205.3,A,76,2021-01-19 00:00:00
4743,10009286,28,8,17,2,3,<blank>,NULL,4.00,SE206.3,A,70,2021-01-19 00:00:00
4744,10009286,28,8,17,3,3,<blank>,NULL,4.00,CS304.3,A,70,2021-01-19 00:00:00
4745,10009286,28,8,17,3,3,<blank>,NULL,4.00,CS306.3,A,76,2021-01-19 00:00:00
4746,10009286,28,8,17,3,3,<blank>,NULL,3.70,MA301.3,A-,68,2021-01-19 00:00:00
4747,10009286,28,8,17,3,3,<blank>,NULL,3.30,SE207.3,B+,63,2021-01-19 00:00:00
4748,10009286,28,8,17,3,3,<blank>,NULL,4.00,SE301.3,A,76,2021-01-19 00:00:00
4749,10009286,28,8,17,3,3,<blank>,NULL,4.00,SE303.3,A,76,2021-01-19 00:00:00
4750,10009286,28,8,17,3,3,<blank>,NULL,3.70,SE304.3,A-,67,2021-01-19 00:00:00
4751,10009286,28,8,17,3,6,<blank>,NULL,3.70,SE305.6,A-,67,2021-01-19 00:00:00
4752,10009286,28,8,17,3,3,<blank>,NULL,4.00,SE307.3,A,80,2021-01-19 00:00:00
4753,10009286,28,8,17,4,3,<blank>,NULL,3.30,BS401.3,B+,63,2021-01-19 00:00:00
4754,10009286,28,8,17,4,3,<blank>,NULL,4.00,CN402.3,A,79,2021-01-19 00:00:00
4755,10009286,28,8,17,4,3,<blank>,NULL,4.00,CS402.3,A,71,2021-01-19 00:00:00
4756,10009286,28,8,17,4,3,<blank>,NULL,4.00,CS403.3,A,74,2021-01-19 00:00:00
4757,10009286,28,8,17,4,3,<blank>,NULL,4.00,CS405.3,A,79,2021-01-19 00:00:00
4758,10009286,28,8,17,4,3,<blank>,NULL,4.00,CS407.3,A,78,2021-01-19 00:00:00
4759,10009286,28,8,17,4,3,<blank>,NULL,4.00,IS402.3,A+,85,2021-01-19 00:00:00
4760,10009286,28,8,17,4,6,<blank>,NULL,4.00,SE401.6,A,70,2021-01-19 00:00:00
4761,10009286,28,8,17,4,3,<blank>,NULL,4.00,SE404.3,A,74,2021-01-19 00:00:00
4762,10009287,28,8,17,1,3,<blank>,NULL,3.30,CN101.3,B+,62,2021-01-19 00:00:00
4763,10009287,28,8,17,1,3,<blank>,NULL,3.00,CS101.3,B,56,2021-01-19 00:00:00
4764,10009287,28,8,17,1,3,<blank>,NULL,3.70,CS102.3,A-,68,2021-01-19 00:00:00
4765,10009287,28,8,17,1,3,<blank>,NULL,3.30,CS103.3,B+,61,2021-01-19 00:00:00
4766,10009287,28,8,17,1,3,<blank>,NULL,4.00,CS104.3,A,71,2021-01-19 00:00:00
4767,10009287,28,8,17,1,3,<blank>,NULL,3.70,CS105.3,A-,66,2021-01-19 00:00:00
4768,10009287,28,8,17,1,3,<blank>,NULL,3.70,CS106.3,A-,67,2021-01-19 00:00:00
4769,10009287,28,8,17,1,3,<blank>,NULL,4.00,MA101.3,A,70,2021-01-19 00:00:00
4770,10009287,28,8,17,1,3,<blank>,NULL,3.70,SE101.3,A-,65,2021-01-19 00:00:00
4771,10009287,28,8,17,1,3,<blank>,NULL,3.30,SE102.3,B+,64,2021-01-19 00:00:00
4772,10009287,28,8,17,2,3,<blank>,NULL,2.30,CN201.3,C+,46,2021-01-19 00:00:00
4773,10009287,28,8,17,2,3,<blank>,NULL,3.30,CS201.3,B+,64,2021-01-19 00:00:00
4774,10009287,28,8,17,2,3,<blank>,NULL,4.00,CS203.3,A,78,2021-01-19 00:00:00
4775,10009287,28,8,17,2,3,<blank>,NULL,3.70,IS209.3,A-,69,2021-01-19 00:00:00
4776,10009287,28,8,17,2,3,<blank>,NULL,3.70,MA201.3,A-,66,2021-01-19 00:00:00
4777,10009287,28,8,17,2,3,<blank>,NULL,2.30,SE201.3,C+,53,2021-01-19 00:00:00
4778,10009287,28,8,17,2,3,<blank>,NULL,3.30,SE202.3,B+,63,2021-01-19 00:00:00
4779,10009287,28,8,17,2,3,<blank>,NULL,4.00,SE204.3,A,71,2021-01-19 00:00:00
4780,10009287,28,8,17,2,3,<blank>,NULL,3.70,SE205.3,A-,69,2021-01-19 00:00:00
4781,10009287,28,8,17,2,3,<blank>,NULL,3.30,SE206.3,B+,62,2021-01-19 00:00:00
4782,10009287,28,8,17,3,3,<blank>,NULL,3.30,CS304.3,B+,63,2021-01-19 00:00:00
4783,10009287,28,8,17,3,3,<blank>,NULL,2.30,CS306.3,C+,53,2021-01-19 00:00:00
4784,10009287,28,8,17,3,3,<blank>,NULL,3.30,MA301.3,B+,61,2021-01-19 00:00:00
4785,10009287,28,8,17,3,3,<blank>,NULL,3.30,SE207.3,B+,63,2021-01-19 00:00:00
4786,10009287,28,8,17,3,3,<blank>,NULL,3.70,SE301.3,A-,66,2021-01-19 00:00:00
4787,10009287,28,8,17,3,3,<blank>,NULL,3.30,SE303.3,B+,63,2021-01-19 00:00:00
4788,10009287,28,8,17,3,3,<blank>,NULL,3.30,SE304.3,B+,61,2021-01-19 00:00:00
4789,10009287,28,8,17,3,6,<blank>,NULL,3.30,SE305.6,B+,61,2021-01-19 00:00:00
4790,10009287,28,8,17,3,3,<blank>,NULL,4.00,SE307.3,A,71,2021-01-19 00:00:00
4791,10009287,28,8,17,4,3,<blank>,NULL,3.00,BS401.3,B,56,2021-01-19 00:00:00
4792,10009287,28,8,17,4,3,<blank>,NULL,3.70,CN402.3,A-,65,2021-01-19 00:00:00
